date,oil_productivity,gas_productivity,operator_name
2017-01-01,6028.925,11613.025,ENERPLUS RESOURCES USA CORPORATION
2016-12-01,6360.375,12752.475,ENERPLUS RESOURCES USA CORPORATION
2016-11-01,7619.25,15322.525,ENERPLUS RESOURCES USA CORPORATION
2016-10-01,7403.45,15147.025,ENERPLUS RESOURCES USA CORPORATION
2016-09-01,6370.8378378378375,13260.108108108108,ENERPLUS RESOURCES USA CORPORATION
2016-08-01,6154.75,12719.555555555555,ENERPLUS RESOURCES USA CORPORATION
2016-07-01,6492.714285714285,13765.457142857143,ENERPLUS RESOURCES USA CORPORATION
2016-06-01,7221.314285714286,14998.514285714286,ENERPLUS RESOURCES USA CORPORATION
2016-05-01,8137.857142857143,15292.714285714286,ENERPLUS RESOURCES USA CORPORATION
2016-04-01,8884.4,17607.628571428573,ENERPLUS RESOURCES USA CORPORATION
2016-03-01,7703.125,15391.875,ENERPLUS RESOURCES USA CORPORATION
2016-02-01,7523.878787878788,15049.69696969697,ENERPLUS RESOURCES USA CORPORATION
2016-01-01,9652.151515151516,19484.121212121212,ENERPLUS RESOURCES USA CORPORATION
2015-12-01,11268.151515151516,19687.454545454544,ENERPLUS RESOURCES USA CORPORATION
2015-11-01,11548.515151515152,18966.303030303032,ENERPLUS RESOURCES USA CORPORATION
2015-10-01,8603.483870967742,15877.483870967742,ENERPLUS RESOURCES USA CORPORATION
2015-09-01,7855.387096774193,14343.741935483871,ENERPLUS RESOURCES USA CORPORATION
2015-08-01,9814.666666666666,16631.0,ENERPLUS RESOURCES USA CORPORATION
2015-07-01,10682.322580645161,17980.387096774193,ENERPLUS RESOURCES USA CORPORATION
2015-06-01,9937.548387096775,16519.225806451614,ENERPLUS RESOURCES USA CORPORATION
2015-05-01,11602.5,17977.3,ENERPLUS RESOURCES USA CORPORATION
2015-04-01,13062.333333333334,20538.11111111111,ENERPLUS RESOURCES USA CORPORATION
2015-03-01,15410.444444444445,23435.444444444445,ENERPLUS RESOURCES USA CORPORATION
2015-01-01,10779.52,15549.96,ENERPLUS RESOURCES USA CORPORATION
2014-12-01,13962.96,20111.04,ENERPLUS RESOURCES USA CORPORATION
2014-11-01,12500.5,13827.423076923076,ENERPLUS RESOURCES USA CORPORATION
2014-10-01,11883.85,14314.6,ENERPLUS RESOURCES USA CORPORATION
2014-09-01,8126.4,10371.25,ENERPLUS RESOURCES USA CORPORATION
2014-08-01,11644.052631578947,13746.052631578947,ENERPLUS RESOURCES USA CORPORATION
2014-07-01,11484.052631578947,10541.263157894737,ENERPLUS RESOURCES USA CORPORATION
2014-06-01,11567.736842105263,10947.368421052632,ENERPLUS RESOURCES USA CORPORATION
2014-05-01,12288.411764705883,10291.70588235294,ENERPLUS RESOURCES USA CORPORATION
2014-04-01,11632.411764705883,10146.176470588236,ENERPLUS RESOURCES USA CORPORATION
2014-03-01,8729.933333333332,11646.533333333333,ENERPLUS RESOURCES USA CORPORATION
2014-02-01,10342.4375,7699.3125,ENERPLUS RESOURCES USA CORPORATION
2014-01-01,7669.4,3118.0666666666666,ENERPLUS RESOURCES USA CORPORATION
2013-12-01,5464.384615384615,4415.307692307692,ENERPLUS RESOURCES USA CORPORATION
2013-11-01,4704.2,5539.0,ENERPLUS RESOURCES USA CORPORATION
2013-10-01,4520.454545454545,4925.0,ENERPLUS RESOURCES USA CORPORATION
2013-09-01,3483.818181818182,3321.6363636363635,ENERPLUS RESOURCES USA CORPORATION
2013-08-01,5468.363636363636,4648.909090909091,ENERPLUS RESOURCES USA CORPORATION
2013-07-01,5203.363636363636,4303.727272727273,ENERPLUS RESOURCES USA CORPORATION
2013-06-01,5916.909090909091,3629.818181818182,ENERPLUS RESOURCES USA CORPORATION
2013-05-01,7004.090909090909,5114.0,ENERPLUS RESOURCES USA CORPORATION
2013-04-01,6474.636363636364,4924.272727272727,ENERPLUS RESOURCES USA CORPORATION
2013-03-01,5927.0,3469.5555555555557,ENERPLUS RESOURCES USA CORPORATION
2013-02-01,5457.0,3473.6666666666665,ENERPLUS RESOURCES USA CORPORATION
2013-01-01,5880.625,3664.75,ENERPLUS RESOURCES USA CORPORATION
2012-12-01,5493.428571428572,3434.1428571428573,ENERPLUS RESOURCES USA CORPORATION
2012-11-01,6239.714285714285,3976.5714285714284,ENERPLUS RESOURCES USA CORPORATION
2012-10-01,6687.571428571428,4391.285714285715,ENERPLUS RESOURCES USA CORPORATION
2012-09-01,4309.857142857143,2748.5714285714284,ENERPLUS RESOURCES USA CORPORATION
2012-08-01,3669.8,2262.4,ENERPLUS RESOURCES USA CORPORATION
2012-07-01,4084.8,2448.4,ENERPLUS RESOURCES USA CORPORATION
2012-05-01,3571.6,2359.0,ENERPLUS RESOURCES USA CORPORATION
2012-04-01,3654.2,2186.8,ENERPLUS RESOURCES USA CORPORATION
2012-02-01,3463.8,2254.0,ENERPLUS RESOURCES USA CORPORATION
2012-01-01,6289.2,4115.6,ENERPLUS RESOURCES USA CORPORATION
2011-12-01,6459.4,4095.8,ENERPLUS RESOURCES USA CORPORATION
2011-11-01,5170.2,3493.2,ENERPLUS RESOURCES USA CORPORATION
2011-10-01,5955.666666666667,3795.0,ENERPLUS RESOURCES USA CORPORATION
2011-09-01,6656.0,3657.0,ENERPLUS RESOURCES USA CORPORATION
2011-08-01,7700.75,5888.25,ENERPLUS RESOURCES USA CORPORATION
2011-07-01,11345.25,6807.25,ENERPLUS RESOURCES USA CORPORATION
2011-06-01,2297.3333333333335,1378.6666666666667,ENERPLUS RESOURCES USA CORPORATION
2011-05-01,2908.0,1745.0,ENERPLUS RESOURCES USA CORPORATION
2011-04-01,2185.0,1311.0,ENERPLUS RESOURCES USA CORPORATION
2011-03-01,2546.0,1527.5,ENERPLUS RESOURCES USA CORPORATION
2011-02-01,4194.5,2517.0,ENERPLUS RESOURCES USA CORPORATION
2011-01-01,4346.5,2608.0,ENERPLUS RESOURCES USA CORPORATION
2010-12-01,6437.0,3862.0,ENERPLUS RESOURCES USA CORPORATION
2010-11-01,8286.5,4972.0,ENERPLUS RESOURCES USA CORPORATION
2012-06-01,4254.5,2772.25,ENERPLUS RESOURCES USA CORPORATION
2012-03-01,5297.5,3036.25,ENERPLUS RESOURCES USA CORPORATION
2018-06-01,7614.045454545455,12604.227272727272,ENERPLUS RESOURCES USA CORPORATION
2015-02-01,10010.44,15262.92,ENERPLUS RESOURCES USA CORPORATION
2018-08-01,11337.464285714286,22880.339285714286,MARATHON OIL COMPANY
2018-07-01,13505.285714285714,26105.73469387755,MARATHON OIL COMPANY
2018-06-01,15447.2,28839.3,MARATHON OIL COMPANY
2018-05-01,18746.098039215685,31840.901960784315,MARATHON OIL COMPANY
2018-04-01,20379.94,35333.86,MARATHON OIL COMPANY
2018-03-01,13158.6875,25697.666666666668,MARATHON OIL COMPANY
2017-05-01,4035.48,7739.48,MARATHON OIL COMPANY
2017-04-01,3985.1923076923076,7253.192307692308,MARATHON OIL COMPANY
2017-03-01,4652.08,8086.08,MARATHON OIL COMPANY
2017-02-01,3914.12,6755.76,MARATHON OIL COMPANY
2017-01-01,4905.807692307692,9013.538461538461,MARATHON OIL COMPANY
2016-12-01,5035.923076923077,9032.846153846154,MARATHON OIL COMPANY
2016-11-01,5806.692307692308,10141.538461538461,MARATHON OIL COMPANY
2016-10-01,6378.384615384615,10973.538461538461,MARATHON OIL COMPANY
2016-09-01,7028.076923076923,10260.807692307691,MARATHON OIL COMPANY
2016-08-01,7581.423076923077,10830.0,MARATHON OIL COMPANY
2016-07-01,9523.851851851852,13620.555555555555,MARATHON OIL COMPANY
2016-06-01,9160.884615384615,12855.961538461539,MARATHON OIL COMPANY
2016-05-01,7066.826086956522,9296.260869565218,MARATHON OIL COMPANY
2016-04-01,4294.047619047619,4107.0952380952385,MARATHON OIL COMPANY
2016-03-01,5074.227272727273,7279.0,MARATHON OIL COMPANY
2016-02-01,5249.181818181818,7077.818181818182,MARATHON OIL COMPANY
2016-01-01,5560.590909090909,7404.318181818182,MARATHON OIL COMPANY
2015-12-01,6274.636363636364,8066.772727272727,MARATHON OIL COMPANY
2015-11-01,6767.454545454545,8003.090909090909,MARATHON OIL COMPANY
2015-10-01,6773.0,7939.5,MARATHON OIL COMPANY
2015-09-01,5628.318181818182,7042.272727272727,MARATHON OIL COMPANY
2015-08-01,7116.227272727273,8358.227272727272,MARATHON OIL COMPANY
2015-07-01,7859.272727272727,9012.40909090909,MARATHON OIL COMPANY
2015-06-01,6576.181818181818,7838.181818181818,MARATHON OIL COMPANY
2015-05-01,3588.722222222222,4653.111111111111,MARATHON OIL COMPANY
2015-04-01,3721.722222222222,4758.166666666667,MARATHON OIL COMPANY
2015-03-01,4267.055555555556,4831.055555555556,MARATHON OIL COMPANY
2015-02-01,3490.6470588235293,3882.529411764706,MARATHON OIL COMPANY
2015-01-01,3948.722222222222,4084.222222222222,MARATHON OIL COMPANY
2014-12-01,4823.388888888889,4557.888888888889,MARATHON OIL COMPANY
2014-11-01,5172.444444444444,4839.666666666667,MARATHON OIL COMPANY
2014-10-01,5907.944444444444,5587.5,MARATHON OIL COMPANY
2014-09-01,6205.833333333333,6589.388888888889,MARATHON OIL COMPANY
2014-08-01,6651.222222222223,6039.111111111111,MARATHON OIL COMPANY
2014-07-01,5122.35294117647,4988.882352941177,MARATHON OIL COMPANY
2014-06-01,4483.722222222223,4845.388888888889,MARATHON OIL COMPANY
2014-05-01,6277.823529411765,6660.411764705882,MARATHON OIL COMPANY
2014-04-01,6261.058823529412,5754.0,MARATHON OIL COMPANY
2014-03-01,5704.266666666666,5341.466666666666,MARATHON OIL COMPANY
2014-02-01,4968.8,4612.266666666666,MARATHON OIL COMPANY
2014-01-01,5305.8125,5132.1875,MARATHON OIL COMPANY
2013-12-01,6356.866666666667,5119.333333333333,MARATHON OIL COMPANY
2013-11-01,4664.5,3086.0714285714284,MARATHON OIL COMPANY
2013-10-01,5517.384615384615,3360.923076923077,MARATHON OIL COMPANY
2013-09-01,5311.538461538462,4267.846153846154,MARATHON OIL COMPANY
2013-08-01,4083.0,3914.9285714285716,MARATHON OIL COMPANY
2013-07-01,4903.5,4090.5714285714284,MARATHON OIL COMPANY
2013-06-01,5265.142857142857,5984.857142857143,MARATHON OIL COMPANY
2013-05-01,6511.714285714285,7095.714285714285,MARATHON OIL COMPANY
2013-04-01,7224.928571428572,7567.928571428572,MARATHON OIL COMPANY
2013-03-01,7599.928571428572,7998.714285714285,MARATHON OIL COMPANY
2013-02-01,7344.0,7131.5,MARATHON OIL COMPANY
2013-01-01,7768.0,7168.384615384615,MARATHON OIL COMPANY
2012-12-01,5922.307692307692,4034.0,MARATHON OIL COMPANY
2012-11-01,5194.4,6124.2,MARATHON OIL COMPANY
2012-10-01,5709.888888888889,5562.666666666667,MARATHON OIL COMPANY
2012-09-01,6086.7,6482.2,MARATHON OIL COMPANY
2012-08-01,6736.3,6722.5,MARATHON OIL COMPANY
2012-07-01,5517.4,5173.4,MARATHON OIL COMPANY
2012-06-01,5114.5,4674.1,MARATHON OIL COMPANY
2012-05-01,3771.222222222222,3727.3333333333335,MARATHON OIL COMPANY
2012-04-01,4387.444444444444,4592.777777777777,MARATHON OIL COMPANY
2012-03-01,5167.0,4523.3,MARATHON OIL COMPANY
2012-02-01,6514.5,6977.5,MARATHON OIL COMPANY
2012-01-01,7317.9,8169.6,MARATHON OIL COMPANY
2011-12-01,8546.9,9695.3,MARATHON OIL COMPANY
2011-11-01,9336.0,10820.0,MARATHON OIL COMPANY
2011-10-01,9711.7,11130.1,MARATHON OIL COMPANY
2011-09-01,9662.8,11135.2,MARATHON OIL COMPANY
2011-08-01,9861.4,10815.9,MARATHON OIL COMPANY
2011-07-01,9240.75,9107.25,MARATHON OIL COMPANY
2011-06-01,9573.25,9180.75,MARATHON OIL COMPANY
2011-05-01,8387.714285714286,7686.428571428572,MARATHON OIL COMPANY
2011-04-01,6459.333333333333,5957.333333333333,MARATHON OIL COMPANY
2011-03-01,7401.666666666667,6521.5,MARATHON OIL COMPANY
2011-02-01,3748.5,3411.25,MARATHON OIL COMPANY
2011-01-01,6091.0,1498.5,MARATHON OIL COMPANY
2010-12-01,1595.0,30.0,MARATHON OIL COMPANY
2018-02-01,10583.780487804877,21201.463414634145,MARATHON OIL COMPANY
2018-01-01,18601.853658536584,34945.829268292684,MARATHON OIL COMPANY
2017-12-01,15099.642857142857,25972.214285714286,MARATHON OIL COMPANY
2017-11-01,8259.264705882353,14956.441176470587,MARATHON OIL COMPANY
2017-07-01,5982.933333333333,10379.266666666666,MARATHON OIL COMPANY
2017-06-01,3897.9166666666665,7947.458333333333,MARATHON OIL COMPANY
2017-10-01,12469.34375,21685.1875,MARATHON OIL COMPANY
2017-09-01,13601.78125,19896.46875,MARATHON OIL COMPANY
2017-08-01,13677.59375,21174.0,MARATHON OIL COMPANY
2018-08-01,6319.142857142857,17034.326530612245,ABRAXAS PETROLEUM CORP
2018-07-01,5505.734693877551,13944.122448979591,ABRAXAS PETROLEUM CORP
2017-08-01,4488.125,12493.0,ABRAXAS PETROLEUM CORP
2017-07-01,4932.075,12484.575,ABRAXAS PETROLEUM CORP
2017-06-01,2571.275,7240.325,ABRAXAS PETROLEUM CORP
2017-05-01,2549.0,8712.666666666666,ABRAXAS PETROLEUM CORP
2017-04-01,3121.3611111111113,10726.166666666666,ABRAXAS PETROLEUM CORP
2017-03-01,3495.0,12350.75,ABRAXAS PETROLEUM CORP
2017-02-01,3482.25,11267.861111111111,ABRAXAS PETROLEUM CORP
2017-01-01,4291.638888888889,13163.472222222223,ABRAXAS PETROLEUM CORP
2016-12-01,4678.833333333333,13293.333333333334,ABRAXAS PETROLEUM CORP
2016-11-01,5246.027777777777,13527.694444444445,ABRAXAS PETROLEUM CORP
2016-10-01,5895.216216216216,14294.891891891892,ABRAXAS PETROLEUM CORP
2016-09-01,6005.27027027027,13690.216216216217,ABRAXAS PETROLEUM CORP
2016-08-01,3936.472222222222,9310.972222222223,ABRAXAS PETROLEUM CORP
2016-07-01,3236.777777777778,8855.296296296296,ABRAXAS PETROLEUM CORP
2016-06-01,3222.9032258064517,8346.548387096775,ABRAXAS PETROLEUM CORP
2016-05-01,3599.1,9720.333333333334,ABRAXAS PETROLEUM CORP
2016-04-01,3828.2258064516127,9973.0,ABRAXAS PETROLEUM CORP
2016-03-01,4356.322580645161,10808.354838709678,ABRAXAS PETROLEUM CORP
2016-01-01,4792.645161290323,10812.387096774193,ABRAXAS PETROLEUM CORP
2015-12-01,5300.4838709677415,11292.193548387097,ABRAXAS PETROLEUM CORP
2015-11-01,5221.193548387097,10967.677419354839,ABRAXAS PETROLEUM CORP
2015-10-01,3755.923076923077,8059.038461538462,ABRAXAS PETROLEUM CORP
2015-08-01,4920.555555555556,8958.518518518518,ABRAXAS PETROLEUM CORP
2015-07-01,5817.444444444444,10949.222222222223,ABRAXAS PETROLEUM CORP
2015-06-01,4883.928571428572,8581.67857142857,ABRAXAS PETROLEUM CORP
2015-05-01,4716.25,9928.541666666666,ABRAXAS PETROLEUM CORP
2015-04-01,4953.125,9722.875,ABRAXAS PETROLEUM CORP
2015-03-01,5848.0,9368.75,ABRAXAS PETROLEUM CORP
2015-02-01,5496.791666666667,9794.541666666666,ABRAXAS PETROLEUM CORP
2015-01-01,7142.608695652174,13995.260869565218,ABRAXAS PETROLEUM CORP
2014-12-01,7411.454545454545,14015.5,ABRAXAS PETROLEUM CORP
2014-11-01,6577.4,12744.6,ABRAXAS PETROLEUM CORP
2014-10-01,7455.55,13660.85,ABRAXAS PETROLEUM CORP
2014-09-01,8954.8,17216.5,ABRAXAS PETROLEUM CORP
2014-08-01,7525.85,12615.4,ABRAXAS PETROLEUM CORP
2014-07-01,6809.375,12805.75,ABRAXAS PETROLEUM CORP
2014-06-01,8573.1875,14292.4375,ABRAXAS PETROLEUM CORP
2014-05-01,5419.875,11403.4375,ABRAXAS PETROLEUM CORP
2014-04-01,6063.928571428572,10978.92857142857,ABRAXAS PETROLEUM CORP
2014-03-01,7199.5,10388.285714285714,ABRAXAS PETROLEUM CORP
2014-02-01,5383.0,9569.142857142857,ABRAXAS PETROLEUM CORP
2014-01-01,9718.384615384615,14850.846153846154,ABRAXAS PETROLEUM CORP
2013-12-01,10608.692307692309,14631.307692307691,ABRAXAS PETROLEUM CORP
2013-11-01,6083.0,10342.923076923076,ABRAXAS PETROLEUM CORP
2013-10-01,7924.1,16441.6,ABRAXAS PETROLEUM CORP
2013-09-01,8291.4,13897.9,ABRAXAS PETROLEUM CORP
2013-08-01,11400.9,18797.7,ABRAXAS PETROLEUM CORP
2013-07-01,5912.3,9126.2,ABRAXAS PETROLEUM CORP
2013-06-01,3171.5,6446.833333333333,ABRAXAS PETROLEUM CORP
2013-05-01,4272.833333333333,8143.666666666667,ABRAXAS PETROLEUM CORP
2013-04-01,4228.666666666667,7529.833333333333,ABRAXAS PETROLEUM CORP
2013-03-01,4772.166666666667,7950.0,ABRAXAS PETROLEUM CORP
2013-02-01,2842.5,5104.0,ABRAXAS PETROLEUM CORP
2013-01-01,2220.8333333333335,4265.166666666667,ABRAXAS PETROLEUM CORP
2012-12-01,2999.2,6104.0,ABRAXAS PETROLEUM CORP
2012-11-01,4341.75,7732.0,ABRAXAS PETROLEUM CORP
2012-10-01,3110.0,7311.0,ABRAXAS PETROLEUM CORP
2012-09-01,2359.6666666666665,4031.3333333333335,ABRAXAS PETROLEUM CORP
2012-08-01,2593.3333333333335,4609.333333333333,ABRAXAS PETROLEUM CORP
2012-07-01,1565.0,2423.3333333333335,ABRAXAS PETROLEUM CORP
2012-06-01,2483.0,4341.333333333333,ABRAXAS PETROLEUM CORP
2012-05-01,2212.0,4028.3333333333335,ABRAXAS PETROLEUM CORP
2012-04-01,2794.6666666666665,4761.333333333333,ABRAXAS PETROLEUM CORP
2012-03-01,3133.6666666666665,6011.333333333333,ABRAXAS PETROLEUM CORP
2012-02-01,2876.3333333333335,5629.0,ABRAXAS PETROLEUM CORP
2012-01-01,3772.3333333333335,7415.0,ABRAXAS PETROLEUM CORP
2011-12-01,3810.0,8084.0,ABRAXAS PETROLEUM CORP
2011-11-01,4155.333333333333,7464.0,ABRAXAS PETROLEUM CORP
2011-10-01,2693.6666666666665,3448.6666666666665,ABRAXAS PETROLEUM CORP
2011-09-01,4565.0,6273.666666666667,ABRAXAS PETROLEUM CORP
2011-08-01,6425.666666666667,12512.333333333334,ABRAXAS PETROLEUM CORP
2011-07-01,7367.0,13800.333333333334,ABRAXAS PETROLEUM CORP
2011-06-01,3479.0,5725.666666666667,ABRAXAS PETROLEUM CORP
2011-05-01,4318.0,6855.5,ABRAXAS PETROLEUM CORP
2011-04-01,4241.5,6200.5,ABRAXAS PETROLEUM CORP
2011-03-01,3041.0,4963.5,ABRAXAS PETROLEUM CORP
2011-02-01,3676.0,3146.5,ABRAXAS PETROLEUM CORP
2011-01-01,7838.0,12001.5,ABRAXAS PETROLEUM CORP
2010-12-01,6365.0,9938.0,ABRAXAS PETROLEUM CORP
2010-11-01,5319.0,10098.5,ABRAXAS PETROLEUM CORP
2010-10-01,8302.0,12171.0,ABRAXAS PETROLEUM CORP
2010-09-01,7302.0,7811.0,ABRAXAS PETROLEUM CORP
2010-07-01,2364.0,3429.0,ABRAXAS PETROLEUM CORP
2018-05-01,3500.7073170731705,12825.073170731708,ABRAXAS PETROLEUM CORP
2018-04-01,3953.609756097561,13009.512195121952,ABRAXAS PETROLEUM CORP
2018-03-01,4391.928571428572,12883.785714285714,ABRAXAS PETROLEUM CORP
2018-02-01,4297.309523809524,12455.761904761905,ABRAXAS PETROLEUM CORP
2018-01-01,5471.071428571428,14493.92857142857,ABRAXAS PETROLEUM CORP
2017-12-01,4949.380952380952,13047.666666666666,ABRAXAS PETROLEUM CORP
2017-11-01,3586.7948717948716,11393.051282051281,ABRAXAS PETROLEUM CORP
2017-10-01,3580.358974358974,10704.384615384615,ABRAXAS PETROLEUM CORP
2017-09-01,3811.4358974358975,10662.846153846154,ABRAXAS PETROLEUM CORP
2016-02-01,4442.166666666667,10120.9,ABRAXAS PETROLEUM CORP
2015-09-01,4509.111111111111,9555.148148148148,ABRAXAS PETROLEUM CORP
2018-06-01,2975.027027027027,9854.756756756757,ABRAXAS PETROLEUM CORP
2018-08-01,1367.85,2546.975,MUREX PETROLEUM CORPORATION
2018-07-01,1040.075,2051.55,MUREX PETROLEUM CORPORATION
2018-06-01,1140.918918918919,2230.5945945945946,MUREX PETROLEUM CORPORATION
2018-05-01,1209.5135135135135,2032.4054054054054,MUREX PETROLEUM CORPORATION
2018-04-01,1065.2972972972973,2013.3243243243244,MUREX PETROLEUM CORPORATION
2018-03-01,1267.5,2398.815789473684,MUREX PETROLEUM CORPORATION
2018-02-01,1098.4444444444443,2124.4444444444443,MUREX PETROLEUM CORPORATION
2018-01-01,1150.8648648648648,2220.972972972973,MUREX PETROLEUM CORPORATION
2017-12-01,1154.0263157894738,2323.0789473684213,MUREX PETROLEUM CORPORATION
2017-11-01,1030.162162162162,2183.5675675675675,MUREX PETROLEUM CORPORATION
2017-10-01,1133.2368421052631,2455.2631578947367,MUREX PETROLEUM CORPORATION
2017-09-01,1145.2368421052631,2477.815789473684,MUREX PETROLEUM CORPORATION
2017-08-01,1167.3684210526317,2445.7368421052633,MUREX PETROLEUM CORPORATION
2017-07-01,1149.842105263158,2481.4473684210525,MUREX PETROLEUM CORPORATION
2017-06-01,1227.7631578947369,2636.5263157894738,MUREX PETROLEUM CORPORATION
2017-05-01,1198.7368421052631,2304.8684210526317,MUREX PETROLEUM CORPORATION
2017-04-01,1224.2105263157894,2393.5263157894738,MUREX PETROLEUM CORPORATION
2017-03-01,1282.162162162162,2491.0,MUREX PETROLEUM CORPORATION
2017-02-01,1138.1891891891892,2116.2972972972975,MUREX PETROLEUM CORPORATION
2017-01-01,1242.5833333333333,2207.5,MUREX PETROLEUM CORPORATION
2016-12-01,1202.0833333333333,2342.3611111111113,MUREX PETROLEUM CORPORATION
2016-11-01,1237.5945945945946,2243.5405405405404,MUREX PETROLEUM CORPORATION
2016-10-01,1255.5675675675675,2453.027027027027,MUREX PETROLEUM CORPORATION
2016-09-01,1265.081081081081,2589.891891891892,MUREX PETROLEUM CORPORATION
2016-08-01,1337.4324324324325,2498.4324324324325,MUREX PETROLEUM CORPORATION
2016-07-01,1371.5945945945946,2356.5135135135133,MUREX PETROLEUM CORPORATION
2016-06-01,1314.6486486486488,2165.108108108108,MUREX PETROLEUM CORPORATION
2016-05-01,1412.861111111111,2395.777777777778,MUREX PETROLEUM CORPORATION
2016-04-01,1438.4166666666667,2587.472222222222,MUREX PETROLEUM CORPORATION
2016-03-01,1448.2777777777778,2348.3333333333335,MUREX PETROLEUM CORPORATION
2016-02-01,1414.5277777777778,2381.5555555555557,MUREX PETROLEUM CORPORATION
2016-01-01,1345.2162162162163,2210.6486486486488,MUREX PETROLEUM CORPORATION
2015-12-01,1359.8108108108108,2347.837837837838,MUREX PETROLEUM CORPORATION
2015-11-01,1420.75,2381.722222222222,MUREX PETROLEUM CORPORATION
2015-10-01,1522.861111111111,2614.9166666666665,MUREX PETROLEUM CORPORATION
2015-09-01,1417.1081081081081,2424.027027027027,MUREX PETROLEUM CORPORATION
2015-08-01,1567.837837837838,2688.4054054054054,MUREX PETROLEUM CORPORATION
2015-07-01,1563.6756756756756,2423.837837837838,MUREX PETROLEUM CORPORATION
2015-06-01,1637.111111111111,2754.4444444444443,MUREX PETROLEUM CORPORATION
2015-05-01,1705.8648648648648,2706.2972972972975,MUREX PETROLEUM CORPORATION
2015-04-01,1660.7222222222222,2539.1666666666665,MUREX PETROLEUM CORPORATION
2015-03-01,1810.388888888889,2685.5,MUREX PETROLEUM CORPORATION
2015-02-01,1684.1666666666667,2726.722222222222,MUREX PETROLEUM CORPORATION
2015-01-01,1802.75,2882.0555555555557,MUREX PETROLEUM CORPORATION
2014-12-01,1603.9705882352941,2393.0588235294117,MUREX PETROLEUM CORPORATION
2014-11-01,1659.6875,2806.8125,MUREX PETROLEUM CORPORATION
2014-10-01,1600.25,2679.027777777778,MUREX PETROLEUM CORPORATION
2014-09-01,1792.6666666666667,3168.8611111111113,MUREX PETROLEUM CORPORATION
2014-08-01,1920.4166666666667,3109.9166666666665,MUREX PETROLEUM CORPORATION
2014-07-01,2023.8055555555557,3050.027777777778,MUREX PETROLEUM CORPORATION
2014-06-01,2019.5,2972.3055555555557,MUREX PETROLEUM CORPORATION
2014-05-01,2086.3142857142857,3015.2,MUREX PETROLEUM CORPORATION
2014-04-01,2026.4444444444443,2875.1111111111113,MUREX PETROLEUM CORPORATION
2014-03-01,2187.6944444444443,2908.6944444444443,MUREX PETROLEUM CORPORATION
2014-02-01,2132.6944444444443,2475.527777777778,MUREX PETROLEUM CORPORATION
2014-01-01,2290.5,2792.5833333333335,MUREX PETROLEUM CORPORATION
2013-12-01,2278.8055555555557,3264.277777777778,MUREX PETROLEUM CORPORATION
2013-11-01,2286.4444444444443,3044.222222222222,MUREX PETROLEUM CORPORATION
2013-10-01,2467.3611111111113,3616.6388888888887,MUREX PETROLEUM CORPORATION
2013-09-01,2668.527777777778,3781.0833333333335,MUREX PETROLEUM CORPORATION
2013-08-01,2581.0,3447.5833333333335,MUREX PETROLEUM CORPORATION
2013-07-01,2914.972222222222,4451.111111111111,MUREX PETROLEUM CORPORATION
